1045	Derio	6 819	 Vizcaya	 País Vasco
1046	Tauste	6 817	 Zaragoza	 Aragón
1047	Negreira	6 811	La Coruña	 Galicia
1048	Sallent de Llobregat	6 805	 Barcelona	 Cataluña
1049	Guareña	6 771	 Badajoz	 Extremadura
1050	Nuevo Baztán	6 760	 Comunidad de Madrid
1051	Llissá de Vall	6 760	 Barcelona	 Cataluña
1052	Vandellós y Hospitalet del Infante	6 750	 Tarragona	 Cataluña
1053	Villarreal de Urrechua	6 738	 Guipúzcoa	 País Vasco
1054	Güeñes	6 737	 Vizcaya	 País Vasco
1055	Riudoms	6 721	 Tarragona	 Cataluña
1056	Villanueva del Ariscal	6 715	 Sevilla	 Andalucía
1057	Miraflores de la Sierra	6 711	 Comunidad de Madrid
1058	San Juan de Labritja	6 703	 Islas Baleares
1059	Taradell	6 699	 Barcelona	 Cataluña
1060	Cubas de la Sagra	6 698	 Comunidad de Madrid
1061	Moraleja	6 691	 Cáceres	 Extremadura
1062	Constantí	6 685	 Tarragona	 Cataluña
1063	Blanca	6 681	 Región de Murcia
1064	Jimena de la Frontera	6 681	 Cádiz	 Andalucía
1065	Guadalix de la Sierra	6 672	 Comunidad de Madrid
1066	Museros	6 663	Valencia	 Comunidad Valenciana
1067	San Vicente de Montalt	6 661	 Barcelona	 Cataluña
1068	Marmolejo	6 660	 Jaén	 Andalucía
1069	Fuente del Maestre	6 659	 Badajoz	 Extremadura
1070	San Miguel de Salinas	6 659	Alicante	 Comunidad Valenciana
1071	Campo Real	6 651	 Comunidad de Madrid
1072	Carral	6 649	La Coruña	 Galicia
1073	Aguilar de Campoo	6 646	 Palencia	 Castilla y León
1074	Hinojosa del Duque	6 640	 Córdoba	 Andalucía
1075	Las Pedroñeras	6 638	 Cuenca	 Castilla-La Mancha
1076	Teyá	6 635	 Barcelona	 Cataluña
1077	Cedeira	6 626	La Coruña	 Galicia
1078	Algarrobo	6 625	 Málaga	 Andalucía
1079	Miño	6 624	La Coruña	 Galicia
1080	Pereiro de Aguiar	6 609	 Orense	 Galicia
1081	Jaraíz de la Vera	6 585	 Cáceres	 Extremadura
1082	Tinajo	6 573	Las Palmas	 Canarias
1083	Villanueva de la Torre	6 559	 Guadalajara	 Castilla-La Mancha
1084	Roda de Ter	6 555	 Barcelona	 Cataluña
1085	Moyá	6 548	 Barcelona	 Cataluña
1086	Vélez-Rubio	6 528	 Almería	 Andalucía
1087	Sils	6 507	Gerona	 Cataluña
1088	Herrera	6 503	 Sevilla	 Andalucía
1089	Villares de la Reina	6 494	 Salamanca	 Castilla y León
1090	Villamuriel de Cerrato	6 485	 Palencia	 Castilla y León
1091	San Antonio Vilamajor	6 483	 Barcelona	 Cataluña
1092	Arbucias	6 474	Gerona	 Cataluña
1093	San Felíu de Codinas	6 460	 Barcelona	 Cataluña
1094	El Rosal	6 450	 Pontevedra	 Galicia
1095	La Puebla de Alfindén	6 442	 Zaragoza	 Aragón
1096	Casarrubios del Monte	6 441	 Toledo	 Castilla-La Mancha
1097	Arenas de San Pedro	6 434	 Ávila	 Castilla y León
1098	Almensilla	6 415	 Sevilla	 Andalucía
1099	Almenara	6 388	Castellón	 Comunidad Valenciana
1100	Briviesca	6 374	 Burgos	 Castilla y León
1101	San Adrián	6 369	 Navarra
1102	Gata de Gorgos	6 364	Alicante	 Comunidad Valenciana
1103	Allariz	6 348	 Orense	 Galicia
1104	Alpicat	6 333	Lérida	 Cataluña
1105	Venta de Baños	6 324	 Palencia	 Castilla y León
1106	Lloseta	6 312	 Islas Baleares
1107	Pedrezuela	6 307	 Comunidad de Madrid
1108	Íscar	6 302	 Valladolid	 Castilla y León
1109	Zaratán	6 285	 Valladolid	 Castilla y León
1110	Cangas de Onís	6 260	 Principado de Asturias
1111	Olula del Río	6 259	 Almería	 Andalucía
1112	Borjas Blancas	6 248	Lérida	 Cataluña
1113	La Muela	6 247	 Zaragoza	 Aragón
1114	Santo Domingo de la Calzada	6 242	 La Rioja
1115	Ulldecona	6 241	 Tarragona	 Cataluña
1116	Becerril de la Sierra	6 197	 Comunidad de Madrid
1117	Torrellas de Llobregat	6 186	 Barcelona	 Cataluña
1118	Tarazona de la Mancha	6 183	 Albacete	 Castilla-La Mancha
1119	Urnieta	6 181	 Guipúzcoa	 País Vasco
1120	María de Huerva	6 168	 Zaragoza	 Aragón
1121	Usúrbil	6 166	 Guipúzcoa	 País Vasco
1122	Abanilla	6 146	 Región de Murcia
1123	Polanco	6 126	 Cantabria
1124	Los Villares	6 120	 Jaén	 Andalucía
1125	Calamonte	6 115	 Badajoz	 Extremadura
1126	Peñaranda de Bracamonte	6 099	 Salamanca	 Castilla y León
1127	Outes	6 108	La Coruña	 Galicia
1128	Gójar	6 096	 Granada	 Andalucía
1129	Bonares	6 093	 Huelva	 Andalucía
1130	Porcuna	6 080	 Jaén	 Andalucía
1131	Algaida	6 075	 Islas Baleares
1132	Viator	6 068	 Almería	 Andalucía
1133	Navarclés	6 067	 Barcelona	 Cataluña
1134	Orio	6 062	 Guipúzcoa	 País Vasco
1135	Mota del Cuervo	6 035	 Cuenca	 Castilla-La Mancha
1136	Ares	6 033	La Coruña	 Galicia
1137	Górliz	6 031	 Vizcaya	 País Vasco
1138	Navás	6 018	 Barcelona	 Cataluña
1139	Lezo	6 011	 Guipúzcoa	 País Vasco
1140	Aznalcóllar	6 011	 Sevilla	 Andalucía
1141	Vilaboa	6 004	 Pontevedra	 Galicia
1142	Torrejón del Rey	6 002	 Guadalajara	 Castilla-La Mancha
1143	Albaida	5 989	Valencia	 Comunidad Valenciana
1144	Motilla del Palancar	5 964	 Cuenca	 Castilla-La Mancha
1145	Lazcano	5 962	 Guipúzcoa	 País Vasco
1146	Tosa de Mar	5 956	Gerona	 Cataluña
1147	Peralta	5 938	 Navarra
1148	Suria	5 921	 Barcelona	 Cataluña
1149	Arzúa	5 918	La Coruña	 Galicia
1150	Guadasuar	5 910	Valencia	 Comunidad Valenciana
1151	Membrilla	5 904	 Ciudad Real	 Castilla-La Mancha
1152	Artés	5 902	 Barcelona	 Cataluña
1153	Aldeamayor de San Martín	5 896	 Valladolid	 Castilla y León
1154	Breña Baja	5 885	Santa Cruz de Tenerife	 Canarias
1155	Almodóvar del Campo	5 873	 Ciudad Real	 Castilla-La Mancha
1156	La Canonja	5 873	 Tarragona	 Cataluña
1157	Yeles	5 868	 Toledo	 Castilla-La Mancha
1158	Puebla de la Calzada	5 856	 Badajoz	 Extremadura
1159	Medina de Pomar	5 856	 Burgos	 Castilla y León
1160	Argamasilla de Calatrava	5 849	 Ciudad Real	 Castilla-La Mancha
1161	Tremp	5 847	Lérida	 Cataluña
1162	San Hilario Sacalm	5 836	Gerona	 Cataluña
1163	Villabona	5 833	 Guipúzcoa	 País Vasco
1164	Jaraco	5 819	Valencia	 Comunidad Valenciana
1165	Alaró	5 811	 Islas Baleares
1166	Coristanco	5 807	La Coruña	 Galicia
1167	Órgiva	5 791	 Granada	 Andalucía
1168	Cartes	5 781	 Cantabria
1169	Constantina	5 779	 Sevilla	 Andalucía
1170	Isla Mayor	5 767	 Sevilla	 Andalucía
1171	Los Yébenes	5 752	 Toledo	 Castilla-La Mancha
1172	Valga	5 752	 Pontevedra	 Galicia
1173	Borriol	5 749	Castellón	 Comunidad Valenciana
1174	Esquivias	5 740	 Toledo	 Castilla-La Mancha
1175	Méntrida	5 722	 Toledo	 Castilla-La Mancha
1176	Benigánim	5 718	Valencia	 Comunidad Valenciana
1177	Dosrius	5 710	 Barcelona	 Cataluña
1178	Alhama de Granada	5 703	 Granada	 Andalucía
1179	Cerdedo-Cotobad	5 697	 Pontevedra	 Galicia
1180	La Selva del Campo	5 696	 Tarragona	 Cataluña
1181	Guardo	5 695	 Palencia	 Castilla y León
1182	Anglés	5 682	Gerona	 Cataluña
1183	Torreblanca	5 682	Castellón	 Comunidad Valenciana
1184	San Pol de Mar	5 680	 Barcelona	 Cataluña
1185	Mercadal	5 676	 Islas Baleares
1186	Llerena	5 670	 Badajoz	 Extremadura
1187	Chauchina	5 667	 Granada	 Andalucía
1188	Montehermoso	5 666	 Cáceres	 Extremadura
1189	Chinchón	5 658	 Comunidad de Madrid
1190	Prado del Rey	5 647	 Cádiz	 Andalucía
1191	Porreras	5 645	 Islas Baleares
1192	Ribadesella	5 642	 Principado de Asturias
1193	Castuera	5 637	 Badajoz	 Extremadura
1194	Agaete	5 633	Las Palmas	 Canarias
1195	Arafo	5 623	Santa Cruz de Tenerife	 Canarias
1196	Celanova	5 619	 Orense	 Galicia
1197	Librilla	5 619	 Región de Murcia
1198	Salteras	5 616	 Sevilla	 Andalucía
1199	Ugena	5 615	 Toledo	 Castilla-La Mancha
1200	Huelma	5 615	 Jaén	 Andalucía
1201	Altafulla	5 609	 Tarragona	 Cataluña
1202	Arbós	5 604	 Tarragona	 Cataluña
1203	Palazuelos de Eresma	5 597	 Segovia	 Castilla y León
1204	Arroyo de la Luz	5 596	 Cáceres	 Extremadura
1205	Bechí	5 587	Castellón	 Comunidad Valenciana
1206	Mora de Ebro	5 585	 Tarragona	 Cataluña
1207	Alfacar	5 585	 Granada	 Andalucía
1208	Santa Cristina de Aro	5 585	Gerona	 Cataluña
1209	Viella y Medio Arán	5 581	Lérida	 Cataluña
1210	Puentecaldelas	5 575	 Pontevedra	 Galicia
1211	Vilafan	5 562	Gerona	 Cataluña
1212	La Guancha	5 561	Santa Cruz de Tenerife	 Canarias
1213	San Ciprián de Viñas	5 558	 Orense	 Galicia
1214	Vilanova del Vallés	5 557	 Barcelona	 Cataluña
1215	Abegondo	5 534	La Coruña	 Galicia
1216	El Viso de San Juan	5 533	 Toledo	 Castilla-La Mancha
1217	Algodonales	5 504	 Cádiz	 Andalucía
1218	Celrá	5 503	Gerona	 Cataluña
1219	Guijuelo	5 495	 Salamanca	 Castilla y León
1220	Pulianas	5 495	 Granada	 Andalucía
1221	Benejúzar	5 480	Alicante	 Comunidad Valenciana
1222	Agramunt	5 479	Lérida	 Cataluña
1223	Cenia	5 475	 Tarragona	 Cataluña
1224	Aceuchal	5 456	 Badajoz	 Extremadura
1225	Paterna de Rivera	5 451	 Cádiz	 Andalucía
1226	Alameda	5 451	 Málaga	 Andalucía
1227	Puenteceso	5 429	La Coruña	 Galicia
1228	Simancas	5 423	 Valladolid	 Castilla y León
1229	Ortigueira	5 420	La Coruña	 Galicia
1230	Entrambasaguas	5 418	 Cantabria
1231	Almazán	5 411	 Soria	 Castilla y León
1232	Montefrío	5 406	 Granada	 Andalucía
1233	Arjona	5 397	 Jaén	 Andalucía
1234	Deva	5 395	 Guipúzcoa	 País Vasco
1235	Macael	5 393	 Almería	 Andalucía
1236	Cájar	5 389	 Granada	 Andalucía
1237	Haría	5 382	Las Palmas	 Canarias
1238	Mollina	5 376	 Málaga	 Andalucía
1239	Moraleja de Enmedio	5 368	 Comunidad de Madrid
1240	Nueva Carteya	5 347	 Córdoba	 Andalucía
1241	Peal de Becerro	5 345	 Jaén	 Andalucía
1242	Capellades	5 344	 Barcelona	 Cataluña
1243	Villanueva del Trabuco	5 340	 Málaga	 Andalucía
1244	Casariche	5 332	 Sevilla	 Andalucía
1245	Guitiriz	5 328	 Lugo	 Galicia
1246	Sariegos	5 306	 León	 Castilla y León
1247	Motrico	5 304	 Guipúzcoa	 País Vasco
1248	Malpica de Bergantiños	5 296	La Coruña	 Galicia
1249	Otero de Rey	5 295	 Lugo	 Galicia
1250	Sarriá de Ter	5 294	Gerona	 Cataluña
1251	Meaño	5 292	 Pontevedra	 Galicia
1252	Gualchos	5 292	 Granada	 Andalucía
1253	San Vicente de Alcántara	5 291	 Badajoz	 Extremadura
1254	Alcover	5 290	 Tarragona	 Cataluña
1255	Numancia de la Sagra	5 287	 Toledo	 Castilla-La Mancha
1256	Cigales	5 286	 Valladolid	 Castilla y León
1257	Talavera la Real	5 276	 Badajoz	 Extremadura
1258	Valencia de Alcántara	5 272	 Cáceres	 Extremadura
1259	Yepes	5 268	 Toledo	 Castilla-La Mancha
1260	Urdúliz	5 247	 Vizcaya	 País Vasco
1261	Oza-Cesuras	5 247	La Coruña	 Galicia
1262	Mugardos	5 246	La Coruña	 Galicia
1263	La Granja de San Ildefonso	5 237	 Segovia	 Castilla y León
1264	Nava	5 236	 Principado de Asturias
1265	Parres	5 233	 Principado de Asturias
1266	Las Navas del Marqués	5 231	 Ávila	 Castilla y León
1267	Alcalá de los Gazules	5 227	 Cádiz	 Andalucía
1268	Añover de Tajo	5 225	 Toledo	 Castilla-La Mancha
1269	Alcudia de Crespins	5 224	Valencia	 Comunidad Valenciana
1270	Los Montesinos	5 217	Alicante	 Comunidad Valenciana
1271	Ribadumia	5 193	 Pontevedra	 Galicia
1272	Camariñas	5 188	La Coruña	 Galicia
1273	Polop	5 188	Alicante	 Comunidad Valenciana
1274	Ayora	5 187	Valencia	 Comunidad Valenciana
1275	Esporlas	5 182	 Islas Baleares
1276	Moral de Calatrava	5 178	 Ciudad Real	 Castilla-La Mancha
1277	La Campana	5 177	 Sevilla	 Andalucía
1278	Valencia de Don Juan	5 176	 León	 Castilla y León
1279	Marina de Cudeyo	5 170	 Cantabria
1280	Bellpuig	5 168	Lérida	 Cataluña
1281	Bescanó	5 156	Gerona	 Cataluña
1282	Carranque	5 155	 Toledo	 Castilla-La Mancha
1283	La Guardia de Jaén	5 151	 Jaén	 Andalucía
1284	Alburquerque	5 144	 Badajoz	 Extremadura
1285	Iznalloz	5 142	 Granada	 Andalucía
1286	Valverde	5 123	Santa Cruz de Tenerife	 Canarias
1287	Miengo	5 123	 Cantabria
1288	La Cañiza	5 115	 Pontevedra	 Galicia
1289	Beas de Segura	5 112	 Jaén	 Andalucía
1290	Pedrera	5 110	 Sevilla	 Andalucía
1291	Quesada	5 106	 Jaén	 Andalucía
1292	Peñafiel	5 104	 Valladolid	 Castilla y León
1293	Nerva	5 100	 Huelva	 Andalucía
1294	Alba de Tormes	5 092	 Salamanca	 Castilla y León
1295	Noreña	5 088	 Principado de Asturias
1296	Almadén	5 069	 Ciudad Real	 Castilla-La Mancha
1297	Salvatierra	5 069	 Álava	 País Vasco
1298	Villa de Cruces	5 063	 Pontevedra	 Galicia
1299	Borja	5 054	 Zaragoza	 Aragón
1300	Candeleda	5 049	 Ávila	 Castilla y León
1301	Marquina-Jeméin	5 042	 Vizcaya	 País Vasco
1302	Las Salinas	5 039	 Islas Baleares
1303	El Burgo de Osma	5 034	 Soria	 Castilla y León
1304	Castro de Rey	5 033	 Lugo	 Galicia
1305	Castilblanco de los Arroyos	5 027	 Sevilla	 Andalucía
1306	Nambroca	5 020	 Toledo	 Castilla-La Mancha
1307	Cerceda	5 019	La Coruña	 Galicia
1308	Pioz	5 013	 Guadalajara	 Castilla-La Mancha
1309	Oliva de la Frontera	5 010	 Badajoz	 Extremadura
1310	Canyellas	5 007	 Barcelona	 Cataluña
1311	Vedra	5 005	La Coruña	 Galicia
1312	Mocejón	5 004	 Toledo	 Castilla-La Mancha
1313	Ribadavia	5 003	 Orense	 Galicia
